Source	Target	lSource	lTarget	uniqueIdWikiDEST	uniqueIdWikiDEST	wikiSRC	wikiTarget	iwl	direct	cnID
33530	2	Fresenius_(Unternehmen)	Adidas	1	1	de	de	0	1	40
33530	4608	Fresenius_(Unternehmen)	Aktiengesellschaft	1	1	de	de	0	1	40
33530	4	Fresenius_(Unternehmen)	Allianz SE	1	1	de	de	0	1	40
33530	5	Fresenius_(Unternehmen)	Altana	1	1	de	de	0	1	40
33530	33531	Fresenius_(Unternehmen)	Ambulant	1	1	de	de	0	1	40
33530	33532	Fresenius_(Unternehmen)	Aminosäure	1	1	de	de	0	1	40
33530	1744	Fresenius_(Unternehmen)	Aufsichtsratsvorsitzender	1	1	de	de	0	1	40
33530	7	Fresenius_(Unternehmen)	BASF	1	1	de	de	0	1	40
33530	8	Fresenius_(Unternehmen)	BMW	1	1	de	de	0	1	40
33530	9	Fresenius_(Unternehmen)	Babcock Borsig	1	1	de	de	0	1	40
33530	16365	Fresenius_(Unternehmen)	Bad Homburg vor der Höhe	1	1	de	de	0	1	40
33530	10	Fresenius_(Unternehmen)	Bayer AG	1	1	de	de	0	1	40
33530	101	Fresenius_(Unternehmen)	Bayerische Hypotheken- und Wechsel-Bank	1	1	de	de	0	1	40
33530	13	Fresenius_(Unternehmen)	Bayerische Vereinsbank	1	1	de	de	0	1	40
33530	16	Fresenius_(Unternehmen)	Beiersdorf AG	1	1	de	de	0	1	40
33530	33533	Fresenius_(Unternehmen)	Biopharmazeutikum	1	1	de	de	0	1	40
33530	33534	Fresenius_(Unternehmen)	Bluttransfusion	1	1	de	de	0	1	40
33530	17	Fresenius_(Unternehmen)	Commerzbank	1	1	de	de	0	1	40
33530	18	Fresenius_(Unternehmen)	Continental AG	1	1	de	de	0	1	40
33530	19	Fresenius_(Unternehmen)	DAX	1	1	de	de	0	1	40
33530	20	Fresenius_(Unternehmen)	Daimler AG	1	1	de	de	0	1	40
33530	22	Fresenius_(Unternehmen)	Deutsche Bank	1	1	de	de	0	1	40
33530	23	Fresenius_(Unternehmen)	Deutsche Börse	1	1	de	de	0	1	40
33530	24	Fresenius_(Unternehmen)	Deutsche Post AG	1	1	de	de	0	1	40
33530	25	Fresenius_(Unternehmen)	Deutsche Telekom	1	1	de	de	0	1	40
33530	26	Fresenius_(Unternehmen)	Deutschland	1	1	de	de	0	1	40
33530	33535	Fresenius_(Unternehmen)	Dialysator	1	1	de	de	0	1	40
33530	33536	Fresenius_(Unternehmen)	Dialyse	1	1	de	de	0	1	40
33530	33537	Fresenius_(Unternehmen)	Dialysegerät	1	1	de	de	0	1	40
33530	27	Fresenius_(Unternehmen)	Dresdner Bank	1	1	de	de	0	1	40
33530	28	Fresenius_(Unternehmen)	E.ON	1	1	de	de	0	1	40
33530	33538	Fresenius_(Unternehmen)	Else Kröner	1	1	de	de	0	1	40
33530	33539	Fresenius_(Unternehmen)	Else Kröner-Fresenius-Stiftung	1	1	de	de	0	1	40
33530	30	Fresenius_(Unternehmen)	Epcos	1	1	de	de	0	1	40
33530	255	Fresenius_(Unternehmen)	Erlös	1	1	de	de	0	1	40
33530	258	Fresenius_(Unternehmen)	Euro	1	1	de	de	0	1	40
33530	1784	Fresenius_(Unternehmen)	Europäische Gesellschaft	1	1	de	de	0	1	40
33530	31	Fresenius_(Unternehmen)	Evonik Degussa	1	1	de	de	0	1	40
33530	32	Fresenius_(Unternehmen)	Feldmühle (Unternehmen)	1	1	de	de	0	1	40
33530	265	Fresenius_(Unternehmen)	Frankfurt am Main	1	1	de	de	0	1	40
33530	33540	Fresenius_(Unternehmen)	Fresenius Kabi	1	1	de	de	0	1	40
33530	34	Fresenius_(Unternehmen)	Fresenius Medical Care	1	1	de	de	0	1	40
33530	33541	Fresenius_(Unternehmen)	Friedberg (Hessen)	1	1	de	de	0	1	40
33530	33542	Fresenius_(Unternehmen)	Gesundheitsversorgung	1	1	de	de	0	1	40
33530	270	Fresenius_(Unternehmen)	Gewinn	1	1	de	de	0	1	40
33530	37	Fresenius_(Unternehmen)	Gründung (Recht)	1	1	de	de	0	1	40
33530	39	Fresenius_(Unternehmen)	Hannover Rück	1	1	de	de	0	1	40
33530	33543	Fresenius_(Unternehmen)	Hans Kröner	1	1	de	de	0	1	40
33530	40	Fresenius_(Unternehmen)	HeidelbergCement	1	1	de	de	0	1	40
33530	33544	Fresenius_(Unternehmen)	Helios Kliniken	1	1	de	de	0	1	40
33530	41	Fresenius_(Unternehmen)	Henkel (Unternehmen)	1	1	de	de	0	1	40
33530	33545	Fresenius_(Unternehmen)	Hochschule Fresenius	1	1	de	de	0	1	40
33530	42	Fresenius_(Unternehmen)	Hoechst	1	1	de	de	0	1	40
33530	43	Fresenius_(Unternehmen)	Hypo Real Estate	1	1	de	de	0	1	40
33530	28553	Fresenius_(Unternehmen)	Immunologie	1	1	de	de	0	1	40
33530	46	Fresenius_(Unternehmen)	Infineon	1	1	de	de	0	1	40
33530	33546	Fresenius_(Unternehmen)	Infusion	1	1	de	de	0	1	40
33530	33547	Fresenius_(Unternehmen)	Institut Fresenius	1	1	de	de	0	1	40
33530	289	Fresenius_(Unternehmen)	International Securities Identification Number	1	1	de	de	0	1	40
33530	48	Fresenius_(Unternehmen)	K+S	1	1	de	de	0	1	40
33530	49	Fresenius_(Unternehmen)	Karstadt	1	1	de	de	0	1	40
33530	28559	Fresenius_(Unternehmen)	Kommanditgesellschaft auf Aktien	1	1	de	de	0	1	40
33530	53	Fresenius_(Unternehmen)	Lanxess	1	1	de	de	0	1	40
33530	54	Fresenius_(Unternehmen)	Linde AG	1	1	de	de	0	1	40
33530	57	Fresenius_(Unternehmen)	Lufthansa	1	1	de	de	0	1	40
33530	58	Fresenius_(Unternehmen)	MAN	1	1	de	de	0	1	40
33530	59	Fresenius_(Unternehmen)	MLP AG	1	1	de	de	0	1	40
33530	61	Fresenius_(Unternehmen)	Mannesmann	1	1	de	de	0	1	40
33530	33548	Fresenius_(Unternehmen)	Membrantechnik	1	1	de	de	0	1	40
33530	62	Fresenius_(Unternehmen)	Merck KGaA	1	1	de	de	0	1	40
33530	63	Fresenius_(Unternehmen)	Metro AG	1	1	de	de	0	1	40
33530	64	Fresenius_(Unternehmen)	Mitarbeiter	1	1	de	de	0	1	40
33530	65	Fresenius_(Unternehmen)	Munich Re	1	1	de	de	0	1	40
33530	33549	Fresenius_(Unternehmen)	Niere	1	1	de	de	0	1	40
33530	68	Fresenius_(Unternehmen)	Nixdorf Computer	1	1	de	de	0	1	40
33530	4954	Fresenius_(Unternehmen)	Onkologie	1	1	de	de	0	1	40
