Source	Target	lSource	lTarget	uniqueIdWikiDEST	uniqueIdWikiDEST	wikiSRC	wikiTarget	iwl	direct	cnID59	60	Chemnitz	2. Fußball-Bundesliga	1	1	de	de	0	1	1
59	61	Chemnitz	AMZ Verbundinitiative Automobilzulieferer Sachsen	1	1	de	de	0	1	1
59	62	Chemnitz	ARD	1	1	de	de	0	1	1
59	63	Chemnitz	Aachen	1	1	de	de	0	1	1
59	64	Chemnitz	Adelsberg (Berg)	1	1	de	de	0	1	1
59	65	Chemnitz	Adolf Ferdinand Weinhold	1	1	de	de	0	1	1
59	66	Chemnitz	Akron	1	1	de	de	0	1	1
59	67	Chemnitz	Alexander-von-Humboldt-Gymnasium Chemnitz	1	1	de	de	0	1	1
59	68	Chemnitz	Alfred Gunzenhauser	1	1	de	de	0	1	1
59	69	Chemnitz	Aljona Savchenko	1	1	de	de	0	1	1
59	70	Chemnitz	Altchemnitz	1	1	de	de	0	1	1
59	71	Chemnitz	Alte Synagoge (Chemnitz)	1	1	de	de	0	1	1
59	72	Chemnitz	Altes Rathaus (Chemnitz)	1	1	de	de	0	1	1
59	73	Chemnitz	Amos Oz	1	1	de	de	0	1	1
59	74	Chemnitz	Amtlicher Gemeindeschlüssel	1	1	de	de	0	1	1
59	75	Chemnitz	Amtsberg	1	1	de	de	0	1	1
59	76	Chemnitz	Amtsgericht Chemnitz	1	1	de	de	0	1	1
59	77	Chemnitz	Amtshauptmannschaft	1	1	de	de	0	1	1
59	78	Chemnitz	Amtshauptmannschaft Chemnitz	1	1	de	de	0	1	1
59	79	Chemnitz	Amtshauptmannschaft Stollberg	1	1	de	de	0	1	1
59	80	Chemnitz	Andreas Letz	1	1	de	de	0	1	1
59	81	Chemnitz	Anett Pötzsch	1	1	de	de	0	1	1
59	82	Chemnitz	Annaberg-Buchholz	1	1	de	de	0	1	1
59	83	Chemnitz	Antonow An-2	1	1	de	de	0	1	1
59	84	Chemnitz	Apollo radio	1	1	de	de	0	1	1
59	85	Chemnitz	Apostolisches Vikariat	1	1	de	de	0	1	1
59	86	Chemnitz	Arbeitsgericht	1	1	de	de	0	1	1
59	87	Chemnitz	Archidiakonat	1	1	de	de	0	1	1
59	88	Chemnitz	Arras	1	1	de	de	0	1	1
59	89	Chemnitz	Atlas Crusius	1	1	de	de	0	1	1
59	90	Chemnitz	Aue (Sachsen)	1	1	de	de	0	1	1
59	91	Chemnitz	Augsburg	1	1	de	de	0	1	1
59	92	Chemnitz	Augustusburg	1	1	de	de	0	1	1
59	93	Chemnitz	Auto Union	1	1	de	de	0	1	1
59	94	Chemnitz	Autobahn (Deutschland)	1	1	de	de	0	1	1
59	95	Chemnitz	Autobahnamt	1	1	de	de	0	1	1
59	96	Chemnitz	Autobus Sachsen	1	1	de	de	0	1	1
59	97	Chemnitz	Automatisierungstechnik	1	1	de	de	0	1	1
59	98	Chemnitz	BV Chemnitz 99	1	1	de	de	0	1	1
59	99	Chemnitz	Ballett	1	1	de	de	0	1	1
59	100	Chemnitz	Ballungsraum Chemnitz-Zwickau	1	1	de	de	0	1	1
59	101	Chemnitz	Baptisten	1	1	de	de	0	1	1
59	102	Chemnitz	Barbara Ludwig	1	1	de	de	0	1	1
59	103	Chemnitz	Barock	1	1	de	de	0	1	1
59	104	Chemnitz	Bayern	1	1	de	de	0	1	1
59	105	Chemnitz	Benediktiner	1	1	de	de	0	1	1
59	106	Chemnitz	Bergisch Gladbach	1	1	de	de	0	1	1
59	107	Chemnitz	Berlin	1	1	de	de	0	1	1
59	108	Chemnitz	Beschichtungstechnik	1	1	de	de	0	1	1
59	109	Chemnitz	Bezirk (DDR)	1	1	de	de	0	1	1
59	110	Chemnitz	Bezirk Karl-Marx-Stadt	1	1	de	de	0	1	1
59	111	Chemnitz	Bielefeld	1	1	de	de	0	1	1
59	112	Chemnitz	Bild (Zeitung)	1	1	de	de	0	1	1
59	113	Chemnitz	Bistum Dresden-Meißen	1	1	de	de	0	1	1
59	114	Chemnitz	Bistum Meißen	1	1	de	de	0	1	1
59	115	Chemnitz	Bitterfeld	1	1	de	de	0	1	1
59	116	Chemnitz	Bleichprivileg	1	1	de	de	0	1	1
59	117	Chemnitz	Blick (Anzeigenblatt)	1	1	de	de	0	1	1
59	118	Chemnitz	Bochum	1	1	de	de	0	1	1
59	119	Chemnitz	Bonn	1	1	de	de	0	1	1
59	120	Chemnitz	Bora Ćosić	1	1	de	de	0	1	1
59	121	Chemnitz	Bottrop	1	1	de	de	0	1	1
59	122	Chemnitz	Boxclub Chemnitz 94 „Die Wölfe“	1	1	de	de	0	1	1
59	123	Chemnitz	Brandenburg	1	1	de	de	0	1	1
59	124	Chemnitz	Braunschweig	1	1	de	de	0	1	1
59	125	Chemnitz	Bremen	1	1	de	de	0	1	1
59	126	Chemnitz	Bremerhaven	1	1	de	de	0	1	1
59	127	Chemnitz	Bruno Banani	1	1	de	de	0	1	1
59	128	Chemnitz	Brustzentrum	1	1	de	de	0	1	1
59	129	Chemnitz	Bruttoinlandsprodukt	1	1	de	de	0	1	1
59	130	Chemnitz	Bund Freier Demokraten	1	1	de	de	0	1	1
59	131	Chemnitz	Bund Freikirchlicher Pfingstgemeinden	1	1	de	de	0	1	1
59	132	Chemnitz	Bundesagentur für Arbeit	1	1	de	de	0	1	1
59	133	Chemnitz	Bundesanstalt für Arbeitsschutz und Arbeitsmedizin	1	1	de	de	0	1	1
59	134	Chemnitz	Bundesautobahn 4	1	1	de	de	0	1	1
59	135	Chemnitz	Bundesautobahn 72	1	1	de	de	0	1	1
