HadoopEcosystem	en	Hadoop	1	0	1	0	27,00000	0,00000	45772,00000	0,00000	0,05899	�	0,05899		
HadoopEcosystem	en	Nutch	1	9	150	341	5833,00000	46664,00000	1304878,00000	2333341,00000	0,44701	1,99988	1,44293		
HadoopEcosystem	en	Lucene	1	16	181	1388	6291,00000	69261,00000	2048298,00000	7921689,00000	0,30713	0,87432	0,75779		
HadoopEcosystem	en	Apache_Solr	1	6	186	427	11842,00000	35601,00000	1795131,00000	1825606,00000	0,65967	1,95009	1,31031		
HadoopEcosystem	en	Cloudera	1	2	28	106	8040,00000	16080,00000	568355,00000	2014025,00000	1,41461	0,79840	0,93402		
HadoopEcosystem	en	MapR	1	0	21	0	4052,00000	0,00000	508008,00000	0,00000	0,79763	�	0,79763		
HadoopEcosystem	en	UIMA	1	4	50	78	3661,00000	11001,00000	810485,00000	993698,00000	0,45170	1,10708	0,81267		
HadoopEcosystem	en	EMC_Corporation	1	18	277	1649	27685,00000	339162,00000	6717685,00000	17342307,00000	0,41212	1,95569	1,52472		
HadoopEcosystem	en	Hortonworks	1	0	15	0	5357,00000	0,00000	515360,00000	0,00000	1,03947	�	1,03947		
HadoopEcosystem	de	SMILA	1	0	23	0	9680,00000	0,00000	311225,00000	0,00000	3,11029	�	3,11029		
HadoopEcosystem	de	Eclipse_(IDE)	1	38	84	2605	18239,00000	49239,00000	1197859,00000	24593965,00000	1,52263	0,20021	0,26163		
HadoopEcosystem	en	Eclipse_(software)	1	38	209	2480	22517,00000	352912,00000	3341851,00000	22449032,00000	0,67379	1,57206	1,45567		
HadoopEcosystem	en	Eclipse_Foundation	1	13	160	490	4948,00000	34636,00000	3013080,00000	5095661,00000	0,16422	0,67972	0,48816		
HadoopEcosystem	en	Eclipse_Foundation	1	13	160	490	4948,00000	34636,00000	3013080,00000	5095661,00000	0,16422	0,67972	0,48816		
HadoopEcosystem	en	Lucid_Imagination	1	0	1	0	25,00000	0,00000	5611,00000	0,00000	0,44555	�	0,44555		
