Ludvig_XIV_av_Frankrike	Ludvig XIV	ルイ14世 (フランス王)	לואי הארבעה עשר, מלך צרפת	루이 14세	Lodewijk XIV van Frankrijk	Louis XIV of France
Korrosion	Korroosio	腐食	שיתוך	부식	Corrosie	Corrosion
Handboll	Käsipallo	ハンドボール	כדוריד	핸드볼	Handbal	Team handball
The_Who	The Who	ザ・フー	המי	더 후	The Who	The Who
Logoped	Logopedia	言語聴覚療法	קלינאי תקשורת	언어병리학	Logopedie	Speech-Language Pathology
Kuwaitkriget	Persianlahden sota	湾岸戦争	מלחמת המפרץ	걸프 전쟁	Golfoorlog van 1990-1991	Gulf War
Cellulosa	Selluloosa	セルロース	תאית	셀룰로스	Cellulose	Cellulose
Bam_Margera	Bam Margera	バム・マージェラ	באם מרג'רה	밤 마제라	Bam Margera	Bam Margera
AJAX	Ajax (ohjelmointi)	Ajax	AJAX (תכנות)	Ajax	Asynchronous JavaScript and XML	Ajax (programming)
Revolution	Vallankumous	革命	מהפכה	혁명	Revolutie	Revolution
Lars_von_Trier	Lars von Trier	ラース・フォン・トリアー	לארס פון טרייר	라르스 폰 트리에르	Lars von Trier	Lars von Trier
Kvinna	Nainen	女性	אישה	여성	Vrouw	Woman
Kisel	Pii (alkuaine)	ケイ素	צורן	규소	Silicium	Silicon
Kinesiska	Kiinan kieli	中国語	שפות סיניות	중국어	Chinese talen	Chinese language
Glaciär	Jäätikkö	氷河	קרחון	빙하	Gletsjer	Glacier
Systemisk_lupus_erythematosus	Systeeminen lupus erythematosus	全身性エリテマトーデス	זאבת	전신 홍반성 루푸스	Systemische lupus erythematodes	Systemic lupus erythematosus
Flugornas_herre	Kärpästen herra	蝿の王	בעל זבוב (ספר)	파리대왕	Heer der vliegen	Lord of the Flies
Karta	Kartta	地図	מפה	지도	Kaart (cartografie)	Map
Alkoholism	Alkoholismi	アルコール依存症	אלכוהוליזם	알코올 의존증	Alcoholisme	Alcoholism
Lobotomi	Lobotomia	精神外科	לובוטומיה	뇌엽 절제술	Lobotomie	Lobotomy
Folsyra	Foolihappo	葉酸	חומצה פולית	엽산	Foliumzuur	Folic acid
Death_metal	Death metal	デスメタル	דת' מטאל	데스 메탈	Deathmetal	Death metal
Ray_Charles	Ray Charles	レイ・チャールズ	ריי צ'ארלס	레이 찰스	Ray Charles	Ray Charles
Peterskyrkan	Pietarinkirkko	サン・ピエトロ大聖堂	בזיליקת פטרוס הקדוש	성 베드로 대성전	Sint-Pietersbasiliek	St. Peter's Basilica
Kung_Artur	Kuningas Arthur	アーサー王	המלך ארתור	아서 왕	Koning Arthur	King Arthur
Benny_Andersson	Benny Andersson	ベニー・アンダーソン	בני אנדרסון	베니 안데르손	Benny Andersson	Benny Andersson
Vitiligo	Vitiligo	尋常性白斑	ויטיליגו	백피	Vitiligo	Vitiligo
Spice_Girls	Spice Girls	スパイス・ガールズ	ספייס גירלז	스파이스 걸스	Spice Girls	Spice Girls
Ordspråk	Sananlasku	ことわざ	פתגם	속담	Spreekwoord	Proverb
Operation_Barbarossa	Operaatio Barbarossa	バルバロッサ作戦	מבצע ברברוסה	바르바로사 작전	Operatie Barbarossa	Operation Barbarossa
Omkrets	Piiri (geometria)	ペリメーター	היקף	둘레	Omtrek	Perimeter
Meios	Meioosi	減数分裂	מיוזה	감수 분열	Meiose	Meiosis
Kroppstemperatur	Ruumiinlämpö	体温	טמפרטורת גוף נורמלית	체온	Lichaamstemperatuur	Human body temperature
Kast	Kastilaitos	カースト	קאסטה	카스트	Kastenstelsel	Caste
Slayer	Slayer	スレイヤー	סלייר	슬레이어 (밴드)	Slayer	Slayer
Puma	Puuma	ピューマ	פומה	퓨마	Poema	Cougar
London_Eye	London Eye	ロンドン・アイ	לונדון איי	런던 아이	London Eye	London Eye
Atlanten	Atlantin valtameri	大西洋	האוקיינוס האטלנטי	대서양	Atlantische Oceaan	Atlantic Ocean
Ashley_Tisdale	Ashley Tisdale	アシュレイ・ティスデイル	אשלי טיסדייל	애슐리 티스데일	Ashley Tisdale	Ashley Tisdale
Vishnu	Vishnu	ヴィシュヌ	וישנו	비슈누	Vishnoe	Vishnu
Messias	Messias	メシア	משיח (דתות)	메시아	Messias	Messiah
Kattdjur	Kissaeläimet	ネコ科	חתוליים	고양이과	Katachtigen	Felidae
Carpe_diem	Carpe diem	その日を摘め	קרפה דיאם	카르페 디엠	Carpe diem	Carpe diem
Inuiter	Inuitit	イヌイット	אינואיטים	이누이트	Inuit	Inuit
Cliff_Burton	Cliff Burton	クリフ・バートン	קליף ברטון	클리프 버턴	Cliff Burton	Cliff Burton
Valar	Valaat	クジラ目	לווייתנאים	고래	Walvisachtigen	Cetacea
Grand_Canyon	Grand Canyon	グランド・キャニオン	הפארק הלאומי גרנד קניון	그랜드 캐니언	Grand Canyon	Grand Canyon
Växt	Kasvi	植物	צומח	식물	Planten	Plant
Nässeldjur	Polttiaiseläimet	刺胞動物	צורבים	자포동물	Neteldieren	Cnidaria
Högt_blodtryck	Kohonnut verenpaine	高血圧	יתר לחץ דם	고혈압	Hypertensie	Hypertension
Cricket	Kriketti	クリケット	קריקט	크리켓	Cricket	Cricket
Bahamas	Bahama	バハマ	איי בהאמה	바하마	Bahama's	The Bahamas
Arytmi	Rytmihäiriö	不整脈	הפרעת קצב	부정맥	Hartritmestoornis	Cardiac dysrhythmia
Trosbekännelse	Uskontunnustus	信条	אני מאמין (תפילה נוצרית)	신조	Geloofsbelijdenis	Creed
Oscar_I	Oskar I	オスカル1世 (スウェーデン王)	אוסקר הראשון, מלך שבדיה	오스카르 1세	Oscar I van Zweden	Oscar I of Sweden
Mike_Tyson	Mike Tyson	マイク・タイソン	מייק טייסון	마이크 타이슨	Mike Tyson	Mike Tyson
Förbränningsmotor	Polttomoottori	内燃機関	מנוע בעירה פנימית	내연 기관	Verbrandingsmotor	Internal combustion engine
The_Doors	The Doors	ドアーズ	הדלתות	도어즈	The Doors	The Doors
New_Age	New Age	ニューエイジ	העידן החדש	뉴에이지	New age (beweging)	New Age
Julia_Roberts	Julia Roberts	ジュリア・ロバーツ	ג'וליה רוברטס	줄리아 로버츠	Julia Roberts	Julia Roberts
Customer_relationship_management	Asiakkuudenhallinta	顧客関係管理	ניהול קשרי לקוחות	고객 관계 관리	Customer relationship management	Customer relationship management
Aralsjön	Araljärvi	アラル海	ימת אראל	아랄 해	Aralmeer	Aral Sea
Ängel	Enkeli	天使	מלאך	천사	Engel	Angel
Vodka	Votka	ウォッカ	וודקה	보드카	Wodka	Vodka
Village_People	Village People	ヴィレッジ・ピープル	אנשי הכפר	빌리지 피플	Village People	Village People
Polio	Polio	急性灰白髄炎	שיתוק ילדים	소아마비	Poliomyelitis	Poliomyelitis
Legering	Metalliseos	合金	סגסוגת	합금	Legering	Alloy
Klassisk_musik	Taidemusiikki	クラシック音楽	מוזיקה קלאסית	서양 고전 음악	Klassieke muziek	Classical music
James_Hetfield	James Hetfield	ジェイムズ・ヘットフィールド	ג'יימס הטפילד	제임스 헷필드	James Hetfield	James Hetfield
Jackie_Chan	Jackie Chan	ジャッキー・チェン	ג'קי צ'אן	성룡	Jackie Chan	Jackie Chan
Bröllop	Häät	結婚式	חתונה	혼례	Bruiloft	Wedding
Wii	Wii	Wii	Wii	Wii	Wii	Wii
Varulv	Ihmissusi	狼男	אדם זאב	늑대인간	Weerwolf	Werewolf
Växelström	Vaihtovirta	交流	זרם חילופין	교류	Wisselstroom	Alternating current
Paulo_Coelho	Paulo Coelho	パウロ・コエーリョ	פאולו קואלו	파울로 코엘료	Paulo Coelho	Paulo Coelho
Normalfördelning	Normaalijakauma	正規分布	התפלגות נורמלית	정규분포	Normale verdeling	Normal distribution
Japanska	Japanin kieli	日本語	יפנית	일본어	Japans	Japanese language
Gaia	Gaia	ガイア	גאיה	가이아	Gaia (mythologie)	Gaia (mythology)
File_Transfer_Protocol	FTP	File Transfer Protocol	File Transfer Protocol	파일 전송 프로토콜	File Transfer Protocol	File Transfer Protocol
Eld	Tuli	火	אש	불	Vuur	Fire
Arkitektur	Arkkitehtuuri	建築	אדריכלות	건축	Architectuur	Architecture
Ögonfärg	Silmien väri	ヒトの虹彩の色	צבע עיניים	눈 색깔	Oogkleur	Eye color
Parlament	Parlamentti	議会	פרלמנט	의회	Parlement	Parliament
Jim_Morrison	Jim Morrison	ジム・モリソン	ג'ים מוריסון	짐 모리슨	Jim Morrison	Jim Morrison
Elektromagnetisk_strålning	Sähkömagneettinen säteily	電磁波	קרינה אלקטרומגנטית	전자기파	Elektromagnetische straling	Electromagnetic radiation
Gulag	Gulag	グラグ	גולאג	굴라크	Goelag	Gulag
Thriller_(musikalbum)	Thriller	スリラー (アルバム)	Thriller	Thriller	Thriller (album)	Thriller (album)
Niagarafallen	Niagaran putoukset	ナイアガラの滝	מפלי ניאגרה	나이아가라 폭포	Niagarawatervallen	Niagara Falls
Kyrilliska_alfabetet	Kyrillinen kirjaimisto	キリル文字	אלפבית קירילי	키릴 문자	Cyrillisch alfabet	Cyrillic script
Kim_Källström	Kim Källström	キム・シェルストレーム	קים קאלסטרום	심 셸스트룀	Kim Källström	Kim Källström
Citationstecken	Lainausmerkki ja heittomerkki	引用符	מרכאות	따옴표	Aanhalingsteken	Quotation mark
Brott_och_straff	Rikos ja rangaistus	罪と罰	החטא ועונשו	죄와 벌	Misdaad en straf	Crime and Punishment
River_Phoenix	River Phoenix	リヴァー・フェニックス	ריבר פיניקס	리버 피닉스	River Phoenix	River Phoenix
Rattfylleri	Rattijuopumus	飲酒運転	נהיגה בשכרות	음주운전	Alcohol en verkeer	Driving under the influence
Grad_Fahrenheit	Fahrenheit-asteikko	華氏	מעלות פרנהייט	화씨	Fahrenheit	Fahrenheit
Ares	Ares	アレース	ארס (מיתולוגיה)	아레스	Ares (mythologie)	Ares
Antisocial_personlighetsstörning	Epäsosiaalinen persoonallisuus	反社会性パーソナリティ障害	הפרעת אישיות אנטיסוציאלית	반사회성 인격 장애	Antisociale persoonlijkheidsstoornis	Antisocial personality disorder
Satellit	Satelliitti	人工衛星	לוויין	인공위성	Kunstmaan	Satellite
Roxette	Roxette	ロクセット	רוקסט	록시트	Roxette	Roxette
Paraguay	Paraguay	パラグアイ	פרגוואי	파라과이	Paraguay	Paraguay
Formaldehyd	Formaldehydi	ホルムアルデヒド	פורמלין	폼알데하이드	Formaldehyde	Formaldehyde
Bali	Bali	バリ島	באלי	발리 섬	Bali (eiland)	Bali
Skata	Harakka	カササギ	עקעק זנבתן	까치	Ekster	Eurasian Magpie
Hannibal	Hannibal	ハンニバル	חניבעל	한니발	Hannibal Barkas	Hannibal
Balder	Balder	バルドル	בלדר	발데르	Baldr	Baldr
Tatarstan	Tatarstan	タタールスタン共和国	טטרסטן	타타르 공화국	Tatarije	Tatarstan
Snoop_Dogg	Snoop Dogg	スヌープ・ドッグ	סנופ דוג	스눕 독	Snoop Dogg	Snoop Dogg
Versaillesfreden	Versailles’n rauha	ヴェルサイユ条約	חוזה ורסאי	베르사유 조약	Vrede van Versailles (1919)	Treaty of Versailles
Trojansk_häst	Troijalainen (tietotekniikka)	トロイの木馬 (ソフトウェア)	סוס טרויאני (תוכנה)	트로이 목마 (컴퓨팅)	Trojaans paard (computers)	Trojan horse (computing)
Programspråk	Ohjelmointikieli	プログラミング言語	שפת תכנות	프로그래밍 언어	Programmeertaal	Programming language
Ordenssällskap	Salaseura	秘密結社	אגודת סתרים	비밀결사	Geheim genootschap	Secret society
Oktoberfest	Oktoberfest	オクトーバーフェスト	אוקטוברפסט	옥토버페스트	Oktoberfest	Oktoberfest
G-punkten	G-piste	Gスポット	נקודת ג'י	G-스팟	G-spot	G-Spot
Censur	Sensuuri	検閲	צנזורה	검열	Censuur (informatie)	Censorship
Syntax	Syntaksi	統語論	תחביר	통사론	Syntaxis (taalkunde)	Syntax
Pokémon	Pokémon	ポケットモンスター	פוקימון	포켓몬스터	Pokémon	Pokémon
Lungcancer	Keuhkosyöpä	肺癌	סרטן הריאה	폐암	Longkanker	Lung cancer
Davidsstjärna	Daavidintähti	ダビデの星	מגן דוד	다윗의 별	Davidster	Star of David
Angola	Angola	アンゴラ	אנגולה	앙골라	Angola	Angola
Ägg	Muna	卵	ביצה	알	Ei (dier)	Egg (biology)
Förnybara_energikällor	Uusiutuva energia	再生可能エネルギー	אנרגיה מתחדשת	재생 가능 에너지	Duurzame energie	Renewable energy
Volkswagen	Volkswagen	フォルクスワーゲン	פולקסווגן	폭스바겐	Volkswagen	Volkswagen
Lepra	Lepra	ハンセン病	צרעת	한센병	Lepra	Leprosy
Hegemoni	Hegemonia	覇権	הגמוניה	패권	Hegemonie	Hegemony
Hardcore	Hardcore punk	ハードコア・パンク	הארדקור פאנק	하드코어 펑크	Hardcore punk	Hardcore punk
Gammastrålning	Gammasäteily	ガンマ線	קרינת גמא	감마선	Gammastraling	Gamma ray
Alprazolam	Alpratsolaami	アルプラゾラム	אלפראזולאם	알프라졸람	Alprazolam	Alprazolam
Tropisk_cyklon	Trooppinen hirmumyrsky	熱帯低気圧	סופה טרופית	열대 저기압	Tropische cycloon	Tropical cyclone
Tjernobyl	Tšernobyl	チョルノーブィリ	צ'רנוביל	체르노빌	Tsjernobyl	Chernobyl (city)
South_Park	South Park	サウスパーク	סאות' פארק	사우스 파크	South Park	South Park
Reykjavik	Reykjavík	レイキャヴィーク	רייקיאוויק	레이캬비크	Reykjavik	Reykjavík
Prostatacancer	Eturauhasen syöpä	前立腺癌	סרטן הערמונית	전립선암	Prostaatkanker	Prostate cancer
Opera	Ooppera	オペラ	אופרה	오페라	Opera (muziek)	Opera
Noradrenalin	Noradrenaliini	ノルアドレナリン	נוראדרנלין	노르에피네프린	Noradrenaline	Norepinephrine
Gepard	Gepardi	チーター	ברדלס	치타	Jachtluipaard	Cheetah
Francisco_Franco	Francisco Franco	フランシスコ・フランコ	פרנסיסקו פרנקו	프란시스코 프랑코	Francisco Franco	Francisco Franco
Etymologi	Etymologia	語源	אטימולוגיה	어원학	Etymologie	Etymology
Elton_John	Elton John	エルトン・ジョン	אלטון ג'ון	엘튼 존	Elton John	Elton John
Betong	Betoni	コンクリート	בטון	콘크리트	Beton	Concrete
Richard_Wagner	Richard Wagner	リヒャルト・ワーグナー	ריכרד וגנר	리하르트 바그너	Richard Wagner	Richard Wagner
Makt	Valta	権力	כוח (סוציולוגיה)	권력	Macht (sociale wetenschappen)	Power (philosophy)
Hormon	Hormoni	ホルモン	הורמון	호르몬	Hormoon	Hormone
Öra	Korva	耳	אוזן	귀	Oor	Ear
Rock'n'roll	Rock and roll	ロックンロール	רוק אנד רול	로큰롤	Rock-'n-roll	Rock and roll
Hennes_&_Mauritz	H&M	H&M	H&M	H&M	H&M	H&M
Foo_Fighters	Foo Fighters	フー・ファイターズ	פו פייטרס	푸 파이터스	Foo Fighters	Foo Fighters
Biljard	Biljardi	ビリヤード	ביליארד	당구	Biljart	Cue sports
Arktis	Arktinen alue	北極	האזור הארקטי	북극	Arctis	Arctic
Zoroastrism	Zarathustralaisuus	ゾロアスター教	זורואסטריות	조로아스터교	Zoroastrisme	Zoroastrianism
Volym	Tilavuus	体積	נפח	부피	Inhoud	Volume
Vattkoppor	Vesirokko	水痘	אבעבועות רוח	수두	Waterpokken	Chickenpox
Simma_lugnt,_Larry!	Jäitä hattuun	ラリーのミッドライフ★クライシス	תרגיע	커브 유어 엔수지애즘	Curb Your Enthusiasm	Curb Your Enthusiasm
Sean_Connery	Sean Connery	ショーン・コネリー	שון קונרי	숀 코너리	Sean Connery	Sean Connery
Plankton	Plankton	プランクトン	פלנקטון	플랑크톤	Plankton	Plankton
Huliganism	Huliganismi	フーリガン	חוליגניות	훌리건	Hooliganisme	Hooliganism
Geisha	Geisha	芸妓	גיישה	게이샤	Geisha	Geisha
Dolly_Parton	Dolly Parton	ドリー・パートン	דולי פרטון	돌리 파튼	Dolly Parton	Dolly Parton
Nervcell	Neuroni	神経細胞	תא עצב	신경 세포	Zenuwcel	Neuron
Kenneth_Branagh	Kenneth Branagh	ケネス・ブラナー	קנת בראנה	케네스 브래너	Kenneth Branagh	Kenneth Branagh
Valencia	Valencia	バレンシア (スペイン)	ולנסיה	발렌시아 (스페인)	Valencia (stad)	Valencia
TCP/IP	TCP/IP	インターネット・プロトコル・スイート	TCP/IP	인터넷 프로토콜 스위트	TCP/IP	Internet protocol suite
Ryska	Venäjän kieli	ロシア語	רוסית	러시아어	Russisch	Russian language
Mors_dag	Äitienpäivä	母の日	יום המשפחה	어머니날	Moederdag	Mother's Day
Lustgas	Ilokaasu	亜酸化窒素	חמצן דו-חנקני	아산화 질소	Distikstofmonoxide	Nitrous oxide
Ideell_förening	Yleishyödyllinen yhteisö	非営利団体	מוסד ללא כוונת רווח	비영리 단체	Non-profit	Nonprofit organization
Dildo	Hieromasauva	張形	דילדו	모조 남근	Dildo (voorwerp)	Dildo
Natriumvätekarbonat	Natriumbikarbonaatti	炭酸水素ナトリウム	סודה לשתייה	탄산 수소 나트륨	Natriumwaterstofcarbonaat	Sodium bicarbonate
Liechtenstein	Liechtenstein	リヒテンシュタイン	ליכטנשטיין	리히텐슈타인	Liechtenstein	Liechtenstein
Intellektuell	Älymystö	知識人	אינטלקטואל	지식인	Intellectueel (persoon)	Intellectual
Cusco	Cusco	クスコ	קוסקו	쿠스코	Cuzco (stad)	Cusco
Axiom	Aksiooma	公理	אקסיומה	공리	Axioma	Axiom
Akropolis	Akropolis	アクロポリス	אקרופוליס	아크로폴리스	Akropolis	Acropolis
Öresundsförbindelsen	Juutinrauman silta	オーレスン・リンク	גשר ארסונד	외레순 다리	Sontbrug	Øresund Bridge
Sjukdom	Sairaus	病気	מחלה	질병	Ziekte	Disease
Public_service	Julkisen palvelun yleisradiotoiminta	公共放送	שידור ציבורי	공영 방송	Publieke omroep	Public broadcasting
Napoleonkrigen	Napoleonin sodat	ナポレオン戦争	המלחמות הנפוליאוניות	나폴레옹 전쟁	Napoleontische oorlogen	Napoleonic Wars
Mynt	Kolikko	硬貨	מטבע	동전	Munt (betaalmiddel)	Coin
Bosnienkriget	Bosnian sota	ボスニア・ヘルツェゴビナ紛争	מלחמת בוסניה	보스니아 전쟁	Bosnische Burgeroorlog	Bosnian War
Avskrivning	Jäännösarvo	減価償却	פחת	감가상각	Afschrijving	Depreciation
Alexander_Graham_Bell	Alexander Graham Bell	アレクサンダー・グラハム・ベル	אלכסנדר גרהם בל	알렉산더 그레이엄 벨	Alexander Graham Bell	Alexander Graham Bell
1959	1959	1959年	1959	1959년	1959	1959
Tyra_Banks	Tyra Banks	タイラ・バンクス	טיירה בנקס	타이라 뱅크스	Tyra Banks	Tyra Banks
Sofokles	Sofokles	ソポクレス	סופוקלס	소포클레스	Sophocles (tragicus)	Sophocles
Jonas_Brothers	Jonas Brothers	ジョナス・ブラザーズ	האחים ג'ונאס	조나스 브라더스	Jonas Brothers	Jonas Brothers
Havsörn	Merikotka	オジロワシ	עיטם לבן זנב	흰꼬리수리	Zeearend (soort)	White-tailed Eagle
Drake	Lohikäärme	ドラゴン	דרקון	드래곤	Draak (fabeldier)	Dragon
Detaljhandel	Vähittäiskauppa	小売	קמעונאות	소매 (상업)	Detailhandel	Retail
Bråk	Jaollisuus	分数	שבר (מתמטיקה)	분수 (수학)	Breuk (wiskunde)	Fraction (mathematics)
Troja_(film)	Troija (elokuva)	トロイ (映画)	טרויה (סרט)	트로이 (영화)	Troy (film)	Troy (film)
Tänder	Hammas	歯	שן	사람의 이	Tand	Tooth
Stamcell	Kantasolu	幹細胞	תא גזע	줄기 세포	Stamcel	Stem cell
Premier_League	Englannin Valioliiga	プレミアリーグ	פרמייר ליג	프리미어리그	Premier League	Premier League
Patrik_Andersson	Patrik Andersson	パトリック・アンデション	פטריק אנדרסון	파트리크 안데르손	Patrik Andersson	Patrik Andersson
Mamma_Mia!_(film)	Mamma Mia! (elokuva)	マンマ・ミーア! (映画)	מאמא מיה! (סרט)	맘마 미아! (영화)	Mamma Mia! (film)	Mamma Mia! (film)
Lost	Lost	LOST	אבודים	로스트	Lost	Lost (TV series)
Kolsyra	Hiilihappo	炭酸	חומצה פחמתית	탄산	Diwaterstofcarbonaat	Carbonic acid
Gladiator_(film)	Gladiator	グラディエーター	גלדיאטור (סרט)	글래디에이터 (2000년 영화)	Gladiator (film)	Gladiator (2000 film)
Eric_Cantona	Éric Cantona	エリック・カントナ	אריק קאנטונה	에리크 캉토나	Éric Cantona	Eric Cantona
Valkyria	Valkyria	ワルキューレ	ולקיריה	발키리	Walkure	Valkyrie
U	U	U	U	U	U (letter)	U
Lamborghini	Lamborghini	ランボルギーニ	למבורגיני	람보르기니	Lamborghini	Lamborghini
Härjedalen	Härjedalen	ヘリエダーレン地方	הריידלן	헤리에달렌	Härjedalen (landschap)	Härjedalen
Yin_och_yang	Jin ja jang	陰陽	יין-יאנג	음양	Yin en yang	Yin and yang
Militära_grader	Sotilasarvo	軍隊における階級呼称一覧	דרגה צבאית	군사 계급	Militaire rang	Military rank
Marianergraven	Mariaanien hauta	マリアナ海溝	שקע מריאנה	마리아나 해구	Marianentrog	Mariana Trench
Helsingborgs_IF	Helsingborgs IF	ヘルシンボリIF	הלסינגבורג (כדורגל)	헬싱보리 IF	Helsingborgs IF	Helsingborgs IF
Grease	Grease (elokuva)	グリース (映画)	גריז (סרט)	그리스 (영화)	Grease (film)	Grease (film)
Alger	Levä	藻類	אצות	조류 (수생 생물)	Algen	Algae
Alexandre_Pato	Alexandre Pato	アレシャンドレ・ロドリゲス・ダ・シウヴァ	פאטו	알레샨드리 파투	Pato	Alexandre Pato
Snorre_Sturlasson	Snorri Sturluson	スノッリ・ストゥルルソン	סנורי סטורלוסון	스노리 스툴루손	Snorri Sturluson	Snorri Sturluson
Metamfetamin	Metamfetamiini	メタンフェタミン	מתאמפטמין	메스암페타민	Methamfetamine	Methamphetamine
Mårddjur	Näätäeläimet	イタチ科	סמוריים	족제비과	Marterachtigen	Mustelidae
Lymfatiska_systemet	Imusuonisto	リンパ系	מערכת הלימפה	림프계통	Lymfevatenstelsel	Lymphatic system
Guatemala	Guatemala	グアテマラ	גואטמלה	과테말라	Guatemala	Guatemala
Finska_inbördeskriget	Suomen sisällissota	フィンランド内戦	מלחמת האזרחים הפינית	핀란드 내전	Finse Burgeroorlog	Finnish Civil War
Tusen_och_en_natt	Tuhat ja yksi yötä	千夜一夜物語	סיפורי אלף לילה ולילה	천일야화	Duizend-en-één-nacht	One Thousand and One Nights
Michelinguiden	Michelin-tähdet	ミシュランガイド	מדריך מישלן האדום	미슐랭 가이드	Michelinster	Michelin Guide
Jordärtskocka	Maa-artisokka	キクイモ	ארטישוק ירושלמי	뚱딴지	Aardpeer	Jerusalem artichoke
Humus	Humus	腐植土	הומוס	부식토	Humus	Humus
Förtal	Kunnianloukkaus	名誉毀損	לשון הרע	명예훼손	Laster	Defamation
Akne	Akne	ニキビ	אקנה	여드름	Acne	Acne vulgaris
Åbo	Turku	トゥルク	טורקו	투르쿠	Turku	Turku
Teologi	Teologia	神学	תאולוגיה	신학	Theologie	Theology
Pasta	Pasta	パスタ	פסטה	파스타	Pasta (deegwaar)	Pasta
Parafili	Parafilia	性的倒錯	פאראפיליה	성도착	Parafilie	Paraphilia
Organell	Soluelin	細胞小器官	אברון	세포소기관	Organel	Organelle
Max_Weber	Max Weber	マックス・ヴェーバー	מקס ובר	막스 베버	Max Weber (socioloog)	Max Weber
Jättepanda	Isopanda	ジャイアントパンダ	פנדה ענק	대왕판다	Reuzenpanda	Giant panda
Anime	Anime	アニメ	אנימה (הנפשה)	일본의 애니메이션	Anime	Anime
Adenosintrifosfat	Adenosiinitrifosfaatti	アデノシン三リン酸	ATP	아데노신 삼인산	Adenosinetrifosfaat	Adenosine triphosphate
Adam_Smith	Adam Smith	アダム・スミス	אדם סמית	애덤 스미스	Adam Smith	Adam Smith
Neandertalmänniska	Neandertalinihminen	ネアンデルタール人	האדם הניאנדרטלי	네안데르탈인	Neanderthaler	Neanderthal
Kronhjort	Saksanhirvi	アカシカ	אייל אציל	붉은사슴	Edelhert	Red deer
Justin_Timberlake	Justin Timberlake	ジャスティン・ティンバーレイク	ג'סטין טימברלייק	저스틴 팀버레이크	Justin Timberlake	Justin Timberlake
Golf	Golf	ゴルフ	גולף	골프	Golf (sport)	Golf
Bröderna_Marx	Marxin veljekset	マルクス兄弟	האחים מרקס	마르크스 형제들	The Marx Brothers	Marx Brothers
Autoimmunitet	Autoimmuunisairaus	自己免疫疾患	מחלת חיסון עצמי	자가 면역	Auto-immuunziekte	Autoimmunity
Visby	Visby	ヴィスビュー	ויסבי	비스뷔	Visby (Zweden)	Visby
Vetenskaplig_metod	Tieteellinen menetelmä	科学的方法	השיטה המדעית	과학적 방법	Wetenschappelijke methode	Scientific method
Tequila	Tequila	テキーラ	טקילה	테킬라	Tequila (drank)	Tequila
Tennessee	Tennessee	テネシー州	טנסי	테네시 주	Tennessee	Tennessee
Ollon_(kroppsdel)	Terska	陰茎亀頭	עטרה (פין)	귀두	Eikel (anatomie)	Glans penis
Moské	Moskeija	モスク	מסגד	모스크	Moskee	Mosque
Konspirationsteori	Salaliittoteoria	陰謀論	תאוריית קשר	음모론	Complottheorie	Conspiracy theory
Kolesterol	Kolesteroli	コレステロール	כולסטרול	콜레스테롤	Cholesterol	Cholesterol
Byråkrati	Byrokratia	官僚制	ביורוקרטיה	관료제	Bureaucratie	Bureaucracy
Varumärke	Tavaramerkki	商標	סימן מסחר	상표	Merk	Trademark
Romulus_och_Remus	Romulus ja Remus	ロームルスとレムス	רמוס ורומולוס	로물루스와 레무스	Romulus en Remus	Romulus and Remus
Dop	Kaste	洗礼	טבילה לנצרות	세례	Doop (sacrament)	Baptism
Aristofanes	Aristofanes	アリストパネス	אריסטופאנס	아리스토파네스	Aristophanes (blijspeldichter)	Aristophanes
Cellkärna	Tuma	細胞核	גרעין התא	세포핵	Celkern	Cell nucleus
Transsibiriska_järnvägen	Siperian rata	シベリア鉄道	הרכבת הטרנס-סיבירית	시베리아 횡단 철도	Trans-Siberische spoorlijn	Trans-Siberian Railway
Streaming	Suoratoisto	ストリーミング	הזרמת מדיה	스트리밍	Streaming media	Streaming media
Sfär	Pallo (geometria)	球面	ספירה (גאומטריה)	구 (기하)	Bol (lichaam)	Sphere
Savann	Savanni	サバナ (地理)	סוואנה	사바나 기후	Savanne (landschap)	Savanna
National_Hockey_League	NHL	NHL	NHL	내셔널 하키 리그	National Hockey League	National Hockey League
Liberia	Liberia	リベリア	ליבריה	라이베리아	Liberia	Liberia
Ekosystem	Ekosysteemi	生態系	מערכת אקולוגית	생태계	Ecosysteem	Ecosystem
Deckare	Rikoskirjallisuus	推理小説	ספרות בלשית	추리 소설	Detectiveverhaal	Detective fiction
Birgit_Nilsson	Birgit Nilsson	ビルギット・ニルソン	בירגיט נילסון	비르기트 닐손	Birgit Nilsson	Birgit Nilsson
Voodoo	Voodoo	ブードゥー教	וודו	부두교	Voodoo	West African Vodun
Theseus	Theseus	テーセウス	תסאוס	테세우스	Theseus	Theseus
Sicilien	Sisilia	シチリア	סיציליה	시칠리아	Sicilië	Sicily
Sailor_Moon	Sailor Moon	美少女戦士セーラームーン	סיילור מון	미소녀전사 세일러문	Sailor Moon	Sailor Moon
Geografi	Maantiede	地理学	גאוגרפיה	지리학	Aardrijkskunde	Geography
Neil_Armstrong	Neil Armstrong	ニール・アームストロング	ניל ארמסטרונג	닐 암스트롱	Neil Armstrong	Neil Armstrong
Folkvandringstiden	Kansainvaellusaika	民族移動時代	נדידת העמים	민족 대이동	Grote Volksverhuizing	Migration Period
Östrogen	Estrogeeni	エストロゲン	אסטרוגן	에스트로겐	Oestrogeen	Estrogen
