Source	Target	lSource	lTarget	uniqueIdWikiDEST	uniqueIdWikiDEST	wikiSRC	wikiTarget	iwl	direct	cnID
7147	4748	Eclipse_(software)	ACM Software Systems Award	1	1	en	en	0	1	12
7147	4749	Eclipse_(software)	AROS Research Operating System	1	1	en	en	0	1	12
7147	4750	Eclipse_(software)	ATLAS Transformation Language	1	1	en	en	0	1	12
7147	4751	Eclipse_(software)	Abstract Window Toolkit	1	1	en	en	0	1	12
7147	4752	Eclipse_(software)	Acceleo	1	1	en	en	0	1	12
7147	4753	Eclipse_(software)	Ada (programming language)	1	1	en	en	0	1	12
7147	4754	Eclipse_(software)	Addison-Wesley Professional	1	1	en	en	0	1	12
7147	4755	Eclipse_(software)	Adobe Flex	1	1	en	en	0	1	12
7147	4756	Eclipse_(software)	Adobe LiveCycle	1	1	en	en	0	1	12
7147	4757	Eclipse_(software)	Alternative terms for free software	1	1	en	en	0	1	12
7147	4758	Eclipse_(software)	Android (operating system)	1	1	en	en	0	1	12
7147	4759	Eclipse_(software)	Android Open Source Project	1	1	en	en	0	1	12
7147	4760	Eclipse_(software)	Android software development	1	1	en	en	0	1	12
7147	4761	Eclipse_(software)	Anjuta	1	1	en	en	0	1	12
7147	4762	Eclipse_(software)	Apache Directory	1	1	en	en	0	1	12
7147	50	Eclipse_(software)	Apache License	1	1	en	en	0	1	12
7147	70	Eclipse_(software)	Apache Software Foundation	1	1	en	en	0	1	12
7147	78	Eclipse_(software)	Apache Tomcat	1	1	en	en	0	1	12
7147	87	Eclipse_(software)	Apress	1	1	en	en	0	1	12
7147	4763	Eclipse_(software)	Aptana	1	1	en	en	0	1	12
7147	4764	Eclipse_(software)	Artistic License	1	1	en	en	0	1	12
7147	4765	Eclipse_(software)	AspectJ	1	1	en	en	0	1	12
7147	4766	Eclipse_(software)	Association for Computing Machinery	1	1	en	en	0	1	12
7147	2286	Eclipse_(software)	Avaya	1	1	en	en	0	1	12
7147	4767	Eclipse_(software)	BIRT Project	1	1	en	en	0	1	12
7147	4768	Eclipse_(software)	BSD licenses	1	1	en	en	0	1	12
7147	4769	Eclipse_(software)	Basic For Qt	1	1	en	en	0	1	12
7147	4770	Eclipse_(software)	Beerware	1	1	en	en	0	1	12
7147	4771	Eclipse_(software)	Berkeley Software Distribution	1	1	en	en	0	1	12
7147	4772	Eclipse_(software)	Binary blob	1	1	en	en	0	1	12
7147	4773	Eclipse_(software)	Bioclipse	1	1	en	en	0	1	12
7147	4774	Eclipse_(software)	Blender Foundation	1	1	en	en	0	1	12
7147	4775	Eclipse_(software)	Boost Software License	1	1	en	en	0	1	12
7147	4776	Eclipse_(software)	Borland	1	1	en	en	0	1	12
7147	4777	Eclipse_(software)	Borland Together	1	1	en	en	0	1	12
7147	4778	Eclipse_(software)	Business Process Model and Notation	1	1	en	en	0	1	12
7147	510	Eclipse_(software)	C++	1	1	en	en	0	1	12
7147	4779	Eclipse_(software)	C++Builder	1	1	en	en	0	1	12
7147	4780	Eclipse_(software)	CC0	1	1	en	en	0	1	12
7147	4781	Eclipse_(software)	CFEclipse	1	1	en	en	0	1	12
7147	4782	Eclipse_(software)	COBOL	1	1	en	en	0	1	12
7147	4783	Eclipse_(software)	C (programming language)	1	1	en	en	0	1	12
7147	4784	Eclipse_(software)	Carbide.c++	1	1	en	en	0	1	12
7147	4785	Eclipse_(software)	Chief Technology Officer	1	1	en	en	0	1	12
7147	4786	Eclipse_(software)	Clojure	1	1	en	en	0	1	12
7147	4787	Eclipse_(software)	Code::Blocks	1	1	en	en	0	1	12
7147	4788	Eclipse_(software)	CodeLite	1	1	en	en	0	1	12
7147	4789	Eclipse_(software)	CodeWarrior	1	1	en	en	0	1	12
7147	4790	Eclipse_(software)	Codebase	1	1	en	en	0	1	12
7147	4791	Eclipse_(software)	Collaber	1	1	en	en	0	1	12
7147	4792	Eclipse_(software)	Collanos	1	1	en	en	0	1	12
7147	4793	Eclipse_(software)	Common Public License	1	1	en	en	0	1	12
7147	4794	Eclipse_(software)	Comparison of integrated development environments	1	1	en	en	0	1	12
7147	4795	Eclipse_(software)	Comparison of open-source software hosting facilities	1	1	en	en	0	1	12
7147	4796	Eclipse_(software)	Comparison of open source and closed source	1	1	en	en	0	1	12
7147	4797	Eclipse_(software)	Comparison of open source operating systems	1	1	en	en	0	1	12
7147	4798	Eclipse_(software)	Computer programming	1	1	en	en	0	1	12
7147	2321	Eclipse_(software)	Computing platform	1	1	en	en	0	1	12
7147	4799	Eclipse_(software)	Concurrent Versions System	1	1	en	en	0	1	12
7147	4800	Eclipse_(software)	Configuration management	1	1	en	en	0	1	12
7147	4801	Eclipse_(software)	Connected Data Objects	1	1	en	en	0	1	12
7147	4802	Eclipse_(software)	Contributor License Agreement	1	1	en	en	0	1	12
7147	4803	Eclipse_(software)	Copyleft	1	1	en	en	0	1	12
7147	98	Eclipse_(software)	Cross-platform	1	1	en	en	0	1	12
7147	4804	Eclipse_(software)	Darwin (operating system)	1	1	en	en	0	1	12
7147	4805	Eclipse_(software)	Database management system	1	1	en	en	0	1	12
7147	4806	Eclipse_(software)	Debian Free Software Guidelines	1	1	en	en	0	1	12
7147	4807	Eclipse_(software)	Definition of Free Cultural Works	1	1	en	en	0	1	12
7147	4808	Eclipse_(software)	Dev-C++	1	1	en	en	0	1	12
7147	4809	Eclipse_(software)	Digital rights management	1	1	en	en	0	1	12
7147	4810	Eclipse_(software)	ECos	1	1	en	en	0	1	12
7147	4811	Eclipse_(software)	EWeek	1	1	en	en	0	1	12
7147	4812	Eclipse_(software)	EasyEclipse	1	1	en	en	0	1	12
7147	4813	Eclipse_(software)	EclipseLink	1	1	en	en	0	1	12
7147	4814	Eclipse_(software)	Eclipse (disambiguation)	1	1	en	en	0	1	12
7147	4269	Eclipse_(software)	Eclipse (software)	1	1	en	en	0	1	12
7147	4815	Eclipse_(software)	Eclipse Buckminster	1	1	en	en	0	1	12
7147	4816	Eclipse_(software)	Eclipse Foundation	1	1	en	en	0	1	12
7147	4817	Eclipse_(software)	Eclipse Modeling Framework	1	1	en	en	0	1	12
7147	4818	Eclipse_(software)	Eclipse Public License	1	1	en	en	0	1	12
7147	4819	Eclipse_(software)	Embedded System Debug Plug-in for Eclipse	1	1	en	en	0	1	12
7147	4820	Eclipse_(software)	Equinox (OSGi)	1	1	en	en	0	1	12
7147	4821	Eclipse_(software)	Erlang (programming language)	1	1	en	en	0	1	12
7147	4822	Eclipse_(software)	FindBugs	1	1	en	en	0	1	12
7147	4823	Eclipse_(software)	Fork (software development)	1	1	en	en	0	1	12
7147	4824	Eclipse_(software)	Fortran	1	1	en	en	0	1	12
7147	4825	Eclipse_(software)	FreeBASIC	1	1	en	en	0	1	12
7147	4826	Eclipse_(software)	FreeBSD Foundation	1	1	en	en	0	1	12
7147	4827	Eclipse_(software)	FreeDOS	1	1	en	en	0	1	12
7147	4828	Eclipse_(software)	Free Pascal	1	1	en	en	0	1	12
7147	4829	Eclipse_(software)	Free Software Foundation	1	1	en	en	0	1	12
7147	4830	Eclipse_(software)	Free Software Foundation Europe	1	1	en	en	0	1	12
7147	4831	Eclipse_(software)	Free Software Foundation Latin America	1	1	en	en	0	1	12
7147	4832	Eclipse_(software)	Free Software Foundation of India	1	1	en	en	0	1	12
7147	4833	Eclipse_(software)	Free Software Movement of India	1	1	en	en	0	1	12
7147	4834	Eclipse_(software)	Free and open-source software	1	1	en	en	0	1	12
7147	4835	Eclipse_(software)	Free and open source software	1	1	en	en	0	1	12
7147	518	Eclipse_(software)	Free software	1	1	en	en	0	1	12
7147	4836	Eclipse_(software)	Free software community	1	1	en	en	0	1	12
7147	4837	Eclipse_(software)	Free software license	1	1	en	en	0	1	12
7147	4838	Eclipse_(software)	Free software movement	1	1	en	en	0	1	12
7147	4839	Eclipse_(software)	Freedesktop.org	1	1	en	en	0	1	12
7147	4840	Eclipse_(software)	Freeware	1	1	en	en	0	1	12
7147	4841	Eclipse_(software)	G-Eclipse	1	1	en	en	0	1	12
7147	4842	Eclipse_(software)	GNAT Programming Studio	1	1	en	en	0	1	12
7147	4843	Eclipse_(software)	GNOME Foundation	1	1	en	en	0	1	12
7147	4844	Eclipse_(software)	GNU	1	1	en	en	0	1	12
7147	4845	Eclipse_(software)	GNU Classpath	1	1	en	en	0	1	12
7147	4846	Eclipse_(software)	GNU Compiler Collection	1	1	en	en	0	1	12
7147	4847	Eclipse_(software)	GNU General Public License	1	1	en	en	0	1	12
7147	4848	Eclipse_(software)	GNU Lesser General Public License	1	1	en	en	0	1	12
7147	4849	Eclipse_(software)	GNU Project	1	1	en	en	0	1	12
7147	4850	Eclipse_(software)	GUI widget	1	1	en	en	0	1	12
7147	4851	Eclipse_(software)	Gambas	1	1	en	en	0	1	12
7147	4852	Eclipse_(software)	Geany	1	1	en	en	0	1	12
7147	4853	Eclipse_(software)	GlassFish	1	1	en	en	0	1	12
7147	2058	Eclipse_(software)	Google	1	1	en	en	0	1	12
7147	4854	Eclipse_(software)	Google Code	1	1	en	en	0	1	12
7147	4855	Eclipse_(software)	Granite data services	1	1	en	en	0	1	12
7147	4856	Eclipse_(software)	Graphical user interface	1	1	en	en	0	1	12
7147	4857	Eclipse_(software)	Graphics hardware and FOSS	1	1	en	en	0	1	12
7147	4858	Eclipse_(software)	Gratis versus libre	1	1	en	en	0	1	12
7147	4859	Eclipse_(software)	Groovy (programming language)	1	1	en	en	0	1	12
