finance_DAX_2012	de	Adidas	1	62	209	4313	31844,00000	1273780,00000	7453501,00000	74543706,00000	0,42724	1,70877	1,59228		
finance_DAX_2012	de	Allianz_SE	1	33	248	2134	36832,00000	71460,00000	6036528,00000	36130266,00000	0,61015	0,19778	0,25682		
finance_DAX_2012	de	BASF	1	37	425	1917	69471,00000	2030149,00000	10384192,00000	28593060,00000	0,66901	7,10015	5,38678		
finance_DAX_2012	de	Bayer_AG	1	44	497	2491	95924,00000	809512,00000	15670873,00000	42450638,00000	0,61212	1,90695	1,55783		
finance_DAX_2012	de	Beiersdorf_AG	1	19	121	924	9095,00000	92819,00000	3718485,00000	9288274,00000	0,24459	0,99931	0,78355		
finance_DAX_2012	de	BMW	1	77	1122	10579	68769,00000	4058807,00000	15132911,00000	92528629,00000	0,45443	4,38654	3,83384		
finance_DAX_2012	de	Commerzbank	1	26	217	1507	37252,00000	856796,00000	8439467,00000	18857381,00000	0,44140	4,54356	3,27528		
finance_DAX_2012	de	Continental_AG	1	22	225	1276	57091,00000	860407,00000	5448345,00000	27298425,00000	1,04786	3,15186	2,80180		
finance_DAX_2012	de	Daimler_AG	1	46	359	3423	49464,00000	1146088,00000	10506578,00000	38882012,00000	0,47079	2,94760	2,42070		
finance_DAX_2012	de	Deutsche_Bank	1	47	741	3361	187387,00000	6371158,00000	19038381,00000	43584181,00000	0,98426	14,61805	10,47313		
finance_DAX_2012	de	Deutsche_Börse	1	22	161	1117	21897,00000	350352,00000	3867156,00000	19446143,00000	0,56623	1,80165	1,59672		
finance_DAX_2012	de	Deutsche_Post_AG	1	25	178	1652	24324,00000	35116,00000	4657703,00000	15948518,00000	0,52223	0,22018	0,28846		
finance_DAX_2012	de	Deutsche_Telekom	1	25	280	2729	43529,00000	870580,00000	5673418,00000	31174912,00000	0,76724	2,79257	2,48073		
finance_DAX_2012	de	E,ON	1	22	374	1590	46853,00000	890225,00000	8681478,00000	25138063,00000	0,53969	3,54134	2,77082		
finance_DAX_2012	de	Fresenius_Medical_Care	1	8	80	387	5115,00000	30690,00000	2683933,00000	5262926,00000	0,19058	0,58314	0,45056		
finance_DAX_2012	de	Fresenius_(Unternehmen)	1	11	103	590	10122,00000	14444,00000	3216884,00000	6280297,00000	0,31465	0,22999	0,25867		
finance_DAX_2012	de	HeidelbergCement	1	16	116	678	12309,00000	135429,00000	3339872,00000	11285857,00000	0,36855	1,19999	1,01012		
finance_DAX_2012	de	Henkel_(Konzern)	1	0	1	0	39,00000	0,00000	25137,00000	0,00000	0,15515	�	0,15515		
finance_DAX_2012	de	Infineon	1	18	148	2046	21558,00000	107988,00000	4235350,00000	23313513,00000	0,50900	0,46320	0,47024		
finance_DAX_2012	de	K+S	1	8	193	407	36126,00000	252882,00000	7434751,00000	8971684,00000	0,48591	2,81867	1,76155		
finance_DAX_2012	de	Lanxess	1	9	109	322	18468,00000	129276,00000	3228195,00000	4682972,00000	0,57208	2,76055	1,86754		
finance_DAX_2012	de	Linde_AG	1	15	172	791	24664,00000	221976,00000	5731842,00000	18472090,00000	0,43030	1,20168	1,01901		
finance_DAX_2012	de	Lufthansa	1	66	380	9495	99952,00000	4697790,00000	9446788,00000	111592145,00000	1,05805	4,20979	3,96380		
finance_DAX_2012	de	Merck_KGaA	1	23	154	1039	18073,00000	276535,00000	4299318,00000	17656494,00000	0,42037	1,56619	1,34182		
finance_DAX_2012	de	Munich_Re	1	19	143	944	10003,00000	130151,00000	3543552,00000	11085177,00000	0,28229	1,17410	0,95807		
finance_DAX_2012	de	RWE	1	19	368	1042	37784,00000	528976,00000	9176998,00000	13135937,00000	0,41173	4,02694	2,54005		
finance_DAX_2012	de	SAP	1	50	284	4472	51592,00000	413308,00000	6958955,00000	43515284,00000	0,74138	0,94980	0,92106		
finance_DAX_2012	de	Siemens	1	60	479	5351	74045,00000	889216,00000	17443973,00000	72016149,00000	0,42447	1,23475	1,07675		
finance_DAX_2012	de	ThyssenKrupp	1	25	297	1217	51703,00000	930654,00000	7402019,00000	17638943,00000	0,69850	5,27613	3,92300		
finance_DAX_2012	de	Volkswagen_AG	1	39	807	3845	93372,00000	840380,00000	19305014,00000	45208863,00000	0,48367	1,85888	1,44737		
