BMW	sv	Sun Mar 21 14:43:29 CET 2004	en	Tue Jul 24 22:27:02 CEST 2001
AMD	sv	Sun Feb 22 17:25:38 CET 2009	en	Thu Aug 31 17:20:31 CEST 2006
Daimler	sv	Thu Dec 22 11:08:31 CET 2005	en	Fri May 19 06:03:40 CEST 2006
DAX	sv	Wed Sep 21 20:30:48 CEST 2005	en	Sun Aug 19 00:32:36 CEST 2001
Bosch	sv	Fri Dec 08 19:08:46 CET 2006	en	Thu May 22 00:04:05 CEST 2003
