pageid pagename delay day1 day2 date1 date2 date3 raw    
7325950 Blentarp 1661 45 165 "Sun Feb 15 14:27:16 CET 2009" "Thu Apr 16 14:27:16 CEST 2009" "Mon Jun 15 14:27:16 CEST 2009" Blentarp sv "Tue Sep 28 13:15:23 CEST 2004" en "Thu Apr 16 14:27:16 CEST 2009"
7326057 Bodafors 1682 67 187 "Mon Mar 09 12:44:52 CET 2009" "Fri May 08 12:44:52 CEST 2009" "Tue Jul 07 12:44:52 CEST 2009" Bodafors sv "Tue Sep 28 15:24:34 CEST 2004" en "Fri May 08 12:44:52 CEST 2009"
5408013 Bollstabruk 1601 45 165 "Sun Feb 15 23:27:30 CET 2009" "Thu Apr 16 23:27:30 CEST 2009" "Mon Jun 15 23:27:30 CEST 2009" Bollstabruk sv "Sat Nov 27 15:17:15 CET 2004" en "Thu Apr 16 23:27:30 CEST 2009"
5408448 Brandbergen 1659 71 191 "Fri Mar 13 15:51:19 CET 2009" "Tue May 12 15:51:19 CEST 2009" "Sat Jul 11 15:51:19 CEST 2009" Brandbergen sv "Tue Oct 26 00:16:28 CEST 2004" en "Tue May 12 15:51:19 CEST 2009"
5408499 Brastad 1842 46 166 "Mon Feb 16 12:20:53 CET 2009" "Fri Apr 17 12:20:53 CEST 2009" "Tue Jun 16 12:20:53 CEST 2009" Brastad sv "Wed Mar 31 23:15:34 CEST 2004" en "Fri Apr 17 12:20:53 CEST 2009"
7326305 Braås 1682 67 187 "Mon Mar 09 15:14:28 CET 2009" "Fri May 08 15:14:28 CEST 2009" "Tue Jul 07 15:14:28 CEST 2009" Braås sv "Tue Sep 28 23:02:54 CEST 2004" en "Fri May 08 15:14:28 CEST 2009"
5408531 Bredaryd 1682 67 187 "Mon Mar 09 19:40:03 CET 2009" "Fri May 08 19:40:03 CEST 2009" "Tue Jul 07 19:40:03 CEST 2009" Bredaryd sv "Tue Sep 28 23:08:42 CEST 2004" en "Fri May 08 19:40:03 CEST 2009"
5408534 Bredbandsbolaget 1666 3 122 "Sun Jan 04 00:42:20 CET 2009" "Thu Mar 05 00:42:20 CET 2009" "Mon May 04 00:42:20 CEST 2009" Bredbandsbolaget sv "Wed Aug 11 17:34:11 CEST 2004" en "Thu Mar 05 00:42:20 CET 2009"
5408722 Brolle 1815 142 262 "Sat May 23 23:33:50 CEST 2009" "Wed Jul 22 23:33:50 CEST 2009" "Sun Sep 20 23:33:50 CEST 2009" Brolle sv "Mon Aug 02 00:52:49 CEST 2004" en "Wed Jul 22 23:33:50 CEST 2009"
5408839 Brunkebergsåsen 1291 46 166 "Mon Feb 16 19:17:34 CET 2009" "Fri Apr 17 19:17:34 CEST 2009" "Tue Jun 16 19:17:34 CEST 2009" Brunkebergsåsen sv "Mon Oct 03 19:22:03 CEST 2005" en "Fri Apr 17 19:17:34 CEST 2009"
5408388 Brösarp 1533 48 168 "Wed Feb 18 12:50:56 CET 2009" "Sun Apr 19 12:50:56 CEST 2009" "Thu Jun 18 12:50:56 CEST 2009" Brösarp sv "Sat Feb 05 18:28:18 CET 2005" en "Sun Apr 19 12:50:56 CEST 2009"
5409086 Bury_the_Lies 521 21 141 "Thu Jan 22 17:58:28 CET 2009" "Mon Mar 23 17:58:28 CET 2009" "Fri May 22 17:58:28 CEST 2009" Bury_the_Lies sv "Fri Oct 19 08:55:53 CEST 2007" en "Mon Mar 23 17:58:28 CET 2009"
7326766 Calle_Jonsson 1458 32 152 "Mon Feb 02 11:30:16 CET 2009" "Fri Apr 03 11:30:16 CEST 2009" "Tue Jun 02 11:30:16 CEST 2009" Calle_Jonsson sv "Tue Apr 05 21:14:35 CEST 2005" en "Fri Apr 03 11:30:16 CEST 2009"
5409722 Caroline_Krook 1988 134 254 "Fri May 15 17:28:33 CEST 2009" "Tue Jul 14 17:28:33 CEST 2009" "Sat Sep 12 17:28:33 CEST 2009" Caroline_Krook sv "Tue Feb 03 16:10:12 CET 2004" en "Tue Jul 14 17:28:33 CEST 2009"
7327857 Dagmar_Ebbesen 1540 50 170 "Fri Feb 20 19:10:55 CET 2009" "Tue Apr 21 19:10:55 CEST 2009" "Sat Jun 20 19:10:55 CEST 2009" Dagmar_Ebbesen sv "Tue Feb 01 11:44:23 CET 2005" en "Tue Apr 21 19:10:55 CEST 2009"
5411537 Dagmar_Hagelin 1253 50 170 "Fri Feb 20 19:10:03 CET 2009" "Tue Apr 21 19:10:03 CEST 2009" "Sat Jun 20 19:10:03 CEST 2009" Dagmar_Hagelin sv "Tue Nov 15 17:14:48 CET 2005" en "Tue Apr 21 19:10:03 CEST 2009"
5411578 Dalarnas_Tidningar 2448 158 278 "Mon Jun 08 06:45:45 CEST 2009" "Fri Aug 07 06:45:45 CEST 2009" "Tue Oct 06 06:45:45 CEST 2009" Dalarnas_Tidningar sv "Sat Nov 23 22:32:49 CET 2002" en "Fri Aug 07 06:45:45 CEST 2009"
5412159 De_drabbade 1285 112 232 "Thu Apr 23 01:45:53 CEST 2009" "Mon Jun 22 01:45:53 CEST 2009" "Fri Aug 21 01:45:53 CEST 2009" De_drabbade sv "Wed Dec 14 17:19:21 CET 2005" en "Mon Jun 22 01:45:53 CEST 2009"
5413376 Doktor_Mugg 1427 24 144 "Sun Jan 25 13:38:51 CET 2009" "Thu Mar 26 13:38:51 CET 2009" "Mon May 25 13:38:51 CEST 2009" Doktor_Mugg sv "Thu Apr 28 18:25:20 CEST 2005" en "Thu Mar 26 13:38:51 CET 2009"
7327786 Dörarp 1227 178 298 "Sun Jun 28 13:07:02 CEST 2009" "Thu Aug 27 13:07:02 CEST 2009" "Mon Oct 26 13:07:02 CET 2009" Dörarp sv "Tue Apr 18 11:07:36 CEST 2006" en "Thu Aug 27 13:07:02 CEST 2009"
5414223 Ebbe_Carlsson 2056 63 183 "Thu Mar 05 05:56:03 CET 2009" "Mon May 04 05:56:03 CEST 2009" "Fri Jul 03 05:56:03 CEST 2009" Ebbe_Carlsson sv "Wed Sep 17 03:30:50 CEST 2003" en "Mon May 04 05:56:03 CEST 2009"
5414765 Elin_Sigvardsson 1434 5 125 "Tue Jan 06 12:07:21 CET 2009" "Sat Mar 07 12:07:21 CET 2009" "Wed May 06 12:07:21 CEST 2009" Elin_Sigvardsson sv "Sun Apr 03 11:38:44 CEST 2005" en "Sat Mar 07 12:07:21 CET 2009"
7329538 Ellos 1760 155 275 "Fri Jun 05 17:03:46 CEST 2009" "Tue Aug 04 17:03:46 CEST 2009" "Sat Oct 03 17:03:46 CEST 2009" Ellos sv "Sat Oct 09 15:49:00 CEST 2004" en "Tue Aug 04 17:03:46 CEST 2009"
5415641 Erstavik 1439 127 247 "Fri May 08 15:09:52 CEST 2009" "Tue Jul 07 15:09:52 CEST 2009" "Sat Sep 05 15:09:52 CEST 2009" Erstavik sv "Thu Jul 28 17:56:28 CEST 2005" en "Tue Jul 07 15:09:52 CEST 2009"
5415642 Erton_Fejzullahu 944 138 258 "Tue May 19 10:47:29 CEST 2009" "Sat Jul 18 10:47:29 CEST 2009" "Wed Sep 16 10:47:29 CEST 2009" Erton_Fejzullahu sv "Sat Dec 16 20:12:13 CET 2006" en "Sat Jul 18 10:47:29 CEST 2009"
7330107 Eva_Bonnier 912 152 272 "Tue Jun 02 02:03:48 CEST 2009" "Sat Aug 01 02:03:48 CEST 2009" "Wed Sep 30 02:03:48 CEST 2009" Eva_Bonnier sv "Wed Jan 31 14:36:53 CET 2007" en "Sat Aug 01 02:03:48 CEST 2009"
7330431 F_21_Luleå 1432 109 229 "Mon Apr 20 11:13:34 CEST 2009" "Fri Jun 19 11:13:34 CEST 2009" "Tue Aug 18 11:13:34 CEST 2009" F_21_Luleå sv "Mon Jul 18 11:05:44 CEST 2005" en "Fri Jun 19 11:13:34 CEST 2009"
5420027 Fimpen 1819 111 231 "Wed Apr 22 17:32:26 CEST 2009" "Sun Jun 21 17:32:26 CEST 2009" "Thu Aug 20 17:32:26 CEST 2009" Fimpen sv "Sun Jun 27 20:11:24 CEST 2004" en "Sun Jun 21 17:32:26 CEST 2009"
5420249 Fjärdhundra 1660 51 171 "Sat Feb 21 20:53:44 CET 2009" "Wed Apr 22 20:53:44 CEST 2009" "Sun Jun 21 20:53:44 CEST 2009" Fjärdhundra sv "Tue Oct 05 11:12:32 CEST 2004" en "Wed Apr 22 20:53:44 CEST 2009"
5420309 Flamingokvintetten 1452 81 201 "Mon Mar 23 17:47:53 CET 2009" "Fri May 22 17:47:53 CEST 2009" "Tue Jul 21 17:47:53 CEST 2009" Flamingokvintetten sv "Mon May 30 22:07:46 CEST 2005" en "Fri May 22 17:47:53 CEST 2009"
5420458 Flyff 1019 150 270 "Mon Jun 01 00:58:49 CEST 2009" "Fri Jul 31 00:58:49 CEST 2009" "Tue Sep 29 00:58:49 CEST 2009" Flyff sv "Sun Oct 15 15:15:24 CEST 2006" en "Fri Jul 31 00:58:49 CEST 2009"
7333036 Forsbacka 1675 66 186 "Sun Mar 08 19:07:04 CET 2009" "Thu May 07 19:07:04 CEST 2009" "Mon Jul 06 19:07:04 CEST 2009" Forsbacka sv "Tue Oct 05 14:03:27 CEST 2004" en "Thu May 07 19:07:04 CEST 2009"
5420755 Forserum 1684 67 187 "Mon Mar 09 12:46:17 CET 2009" "Fri May 08 12:46:17 CEST 2009" "Tue Jul 07 12:46:17 CEST 2009" Forserum sv "Sun Sep 26 16:11:36 CEST 2004" en "Fri May 08 12:46:17 CEST 2009"
5420763 Forsvik 1711 45 165 "Sun Feb 15 23:04:35 CET 2009" "Thu Apr 16 23:04:35 CEST 2009" "Mon Jun 15 23:04:35 CEST 2009" Forsvik sv "Mon Aug 09 18:56:57 CEST 2004" en "Thu Apr 16 23:04:35 CEST 2009"
5421419 Frillesås 1585 48 168 "Wed Feb 18 21:29:58 CET 2009" "Sun Apr 19 21:29:58 CEST 2009" "Thu Jun 18 21:29:58 CEST 2009" Frillesås sv "Thu Dec 16 14:28:18 CET 2004" en "Sun Apr 19 21:29:58 CEST 2009"
5421452 Fritiof_Nilsson_Piraten 2289 25 145 "Mon Jan 26 20:40:11 CET 2009" "Fri Mar 27 20:40:11 CET 2009" "Tue May 26 20:40:11 CEST 2009" Fritiof_Nilsson_Piraten sv "Fri Dec 20 09:33:29 CET 2002" en "Fri Mar 27 20:40:11 CET 2009"
5421453 Fritsla 1675 67 187 "Mon Mar 09 14:47:45 CET 2009" "Fri May 08 14:47:45 CEST 2009" "Tue Jul 07 14:47:45 CEST 2009" Fritsla sv "Tue Oct 05 21:49:21 CEST 2004" en "Fri May 08 14:47:45 CEST 2009"
5421506 Fryshuset 2078 159 279 "Tue Jun 09 15:55:16 CEST 2009" "Sat Aug 08 15:55:16 CEST 2009" "Wed Oct 07 15:55:16 CEST 2009" Fryshuset sv "Sat Nov 29 22:49:32 CET 2003" en "Sat Aug 08 15:55:16 CEST 2009"
5420912 Fränsta 1660 45 165 "Sun Feb 15 15:25:42 CET 2009" "Thu Apr 16 15:25:42 CEST 2009" "Mon Jun 15 15:25:42 CEST 2009" Fränsta sv "Tue Sep 28 22:41:08 CEST 2004" en "Thu Apr 16 15:25:42 CEST 2009"
5421538 Full_Frys 1117 137 257 "Mon May 18 01:26:19 CEST 2009" "Fri Jul 17 01:26:19 CEST 2009" "Tue Sep 15 01:26:19 CEST 2009" Full_Frys sv "Sun Jun 25 20:38:30 CEST 2006" en "Fri Jul 17 01:26:19 CEST 2009"
5421557 Funäsdalen 1654 45 165 "Sun Feb 15 20:40:27 CET 2009" "Thu Apr 16 20:40:27 CEST 2009" "Mon Jun 15 20:40:27 CEST 2009" Funäsdalen sv "Mon Oct 04 23:10:12 CEST 2004" en "Thu Apr 16 20:40:27 CEST 2009"
5421587 Furulund 1658 50 170 "Fri Feb 20 18:22:14 CET 2009" "Tue Apr 21 18:22:14 CEST 2009" "Sat Jun 20 18:22:14 CEST 2009" Furulund sv "Wed Oct 06 12:54:23 CEST 2004" en "Tue Apr 21 18:22:14 CEST 2009"
7330336 Förslöv 1668 67 187 "Mon Mar 09 21:02:23 CET 2009" "Fri May 08 21:02:23 CEST 2009" "Tue Jul 07 21:02:23 CEST 2009" Förslöv sv "Tue Oct 12 23:52:24 CEST 2004" en "Fri May 08 21:02:23 CEST 2009"
5422954 Glocalnet 1297 3 123 "Sun Jan 04 01:00:43 CET 2009" "Thu Mar 05 01:00:43 CET 2009" "Mon May 04 01:00:43 CEST 2009" Glocalnet sv "Mon Aug 15 13:44:38 CEST 2005" en "Thu Mar 05 01:00:43 CET 2009"
7334180 Glumslöv 1514 50 170 "Fri Feb 20 19:01:35 CET 2009" "Tue Apr 21 19:01:35 CEST 2009" "Sat Jun 20 19:01:35 CEST 2009" Glumslöv sv "Sun Feb 27 17:15:20 CET 2005" en "Tue Apr 21 19:01:35 CEST 2009"
5423007 Gnarp 1679 47 167 "Tue Feb 17 11:34:11 CET 2009" "Sat Apr 18 11:34:11 CEST 2009" "Wed Jun 17 11:34:11 CEST 2009" Gnarp sv "Sat Sep 11 22:26:17 CEST 2004" en "Sat Apr 18 11:34:11 CEST 2009"
5423683 Grycksbo 2358 67 187 "Mon Mar 09 21:17:48 CET 2009" "Fri May 08 21:17:48 CEST 2009" "Tue Jul 07 21:17:48 CEST 2009" Grycksbo sv "Sat Nov 23 10:02:48 CET 2002" en "Fri May 08 21:17:48 CEST 2009"
5423960 Gus_Dahlström 1531 49 169 "Thu Feb 19 19:13:59 CET 2009" "Mon Apr 20 19:13:59 CEST 2009" "Fri Jun 19 19:13:59 CEST 2009" Gus_Dahlström sv "Wed Feb 09 14:36:49 CET 2005" en "Mon Apr 20 19:13:59 CEST 2009"
5423981 Gustaf_Hammarsten 1591 102 222 "Mon Apr 13 16:19:44 CEST 2009" "Fri Jun 12 16:19:44 CEST 2009" "Tue Aug 11 16:19:44 CEST 2009" Gustaf_Hammarsten sv "Tue Feb 01 21:27:16 CET 2005" en "Fri Jun 12 16:19:44 CEST 2009"
5424049 Gusum 1531 67 187 "Mon Mar 09 21:28:22 CET 2009" "Fri May 08 21:28:22 CEST 2009" "Tue Jul 07 21:28:22 CEST 2009" Gusum sv "Sun Feb 27 18:47:25 CET 2005" en "Fri May 08 21:28:22 CEST 2009"
8459121 Gäddede 1511 48 168 "Wed Feb 18 11:45:10 CET 2009" "Sun Apr 19 11:45:10 CEST 2009" "Thu Jun 18 11:45:10 CEST 2009" Gäddede sv "Sun Feb 27 19:18:48 CET 2005" en "Sun Apr 19 11:45:10 CEST 2009"
5425072 Hardy_Nilsson 1807 170 290 "Sat Jun 20 15:22:57 CEST 2009" "Wed Aug 19 15:22:57 CEST 2009" "Sun Oct 18 15:22:57 CEST 2009" Hardy_Nilsson sv "Tue Sep 07 12:14:43 CEST 2004" en "Wed Aug 19 15:22:57 CEST 2009"
5425258 Hassela 1511 48 168 "Wed Feb 18 14:21:25 CET 2009" "Sun Apr 19 14:21:25 CEST 2009" "Thu Jun 18 14:21:25 CEST 2009" Hassela sv "Sun Feb 27 22:23:58 CET 2005" en "Sun Apr 19 14:21:25 CEST 2009"
5426053 Hindås 1647 67 187 "Mon Mar 09 14:27:50 CET 2009" "Fri May 08 14:27:50 CEST 2009" "Tue Jul 07 14:27:50 CEST 2009" Hindås sv "Tue Nov 02 18:27:45 CET 2004" en "Fri May 08 14:27:50 CEST 2009"
5426408 Horndal 1650 45 165 "Sun Feb 15 16:04:37 CET 2009" "Thu Apr 16 16:04:37 CEST 2009" "Mon Jun 15 16:04:37 CEST 2009" Horndal sv "Sat Oct 09 09:23:14 CEST 2004" en "Thu Apr 16 16:04:37 CEST 2009"
5426466 Hoting 1619 48 168 "Wed Feb 18 14:24:40 CET 2009" "Sun Apr 19 14:24:40 CEST 2009" "Thu Jun 18 14:24:40 CEST 2009" Hoting sv "Thu Nov 11 21:12:33 CET 2004" en "Sun Apr 19 14:24:40 CEST 2009"
5426666 Hunnebostrand 1531 68 188 "Tue Mar 10 13:42:28 CET 2009" "Sat May 09 13:42:28 CEST 2009" "Wed Jul 08 13:42:28 CEST 2009" Hunnebostrand sv "Sun Feb 27 23:46:00 CET 2005" en "Sat May 09 13:42:28 CEST 2009"
5424128 Hälleforsnäs 1641 45 165 "Sun Feb 15 19:38:56 CET 2009" "Thu Apr 16 19:38:56 CEST 2009" "Mon Jun 15 19:38:56 CEST 2009" Hälleforsnäs sv "Mon Oct 18 14:59:23 CEST 2004" en "Thu Apr 16 19:38:56 CEST 2009"
5424220 Hästveda 1647 67 187 "Mon Mar 09 14:15:53 CET 2009" "Fri May 08 14:15:53 CEST 2009" "Tue Jul 07 14:15:53 CEST 2009" Hästveda sv "Wed Nov 03 12:30:28 CET 2004" en "Fri May 08 14:15:53 CEST 2009"
5424248 Håkan_Bråkan 1413 24 144 "Sun Jan 25 13:41:24 CET 2009" "Thu Mar 26 13:41:24 CET 2009" "Mon May 25 13:41:24 CEST 2009" Håkan_Bråkan sv "Thu May 12 19:05:58 CEST 2005" en "Thu Mar 26 13:41:24 CET 2009"
5427653 Ingvar_Hirdwall 1868 100 220 "Sat Apr 11 14:26:13 CEST 2009" "Wed Jun 10 14:26:13 CEST 2009" "Sun Aug 09 14:26:13 CEST 2009" Ingvar_Hirdwall sv "Wed Apr 28 16:06:11 CEST 2004" en "Wed Jun 10 14:26:13 CEST 2009"
5428843 Jan-Olof_Strandberg 1496 6 126 "Wed Jan 07 11:41:53 CET 2009" "Sun Mar 08 11:41:53 CET 2009" "Thu May 07 11:41:53 CEST 2009" Jan-Olof_Strandberg sv "Mon Jan 31 13:08:25 CET 2005" en "Sun Mar 08 11:41:53 CET 2009"
5428882 Jan_Lindblad 1890 8 128 "Fri Jan 09 02:37:47 CET 2009" "Tue Mar 10 02:37:47 CET 2009" "Sat May 09 02:37:47 CEST 2009" Jan_Lindblad sv "Mon Jan 05 16:00:38 CET 2004" en "Tue Mar 10 02:37:47 CET 2009"
5429007 Jarl_Alfredius 1631 29 149 "Fri Jan 30 13:40:32 CET 2009" "Tue Mar 31 13:40:32 CEST 2009" "Sat May 30 13:40:32 CEST 2009" Jarl_Alfredius sv "Mon Oct 11 20:51:35 CEST 2004" en "Tue Mar 31 13:40:32 CEST 2009"
5429666 Johan_Palm 137 18 138 "Mon Jan 19 23:09:48 CET 2009" "Fri Mar 20 23:09:48 CET 2009" "Tue May 19 23:09:48 CEST 2009" Johan_Palm sv "Mon Nov 03 10:10:57 CET 2008" en "Fri Mar 20 23:09:48 CET 2009"
5429697 Johan_Widerberg 1681 111 231 "Wed Apr 22 18:18:31 CEST 2009" "Sun Jun 21 18:18:31 CEST 2009" "Thu Aug 20 18:18:31 CEST 2009" Johan_Widerberg sv "Fri Nov 12 17:27:34 CET 2004" en "Sun Jun 21 18:18:31 CEST 2009"
7337871 Jonas_Wenström 1700 159 279 "Tue Jun 09 23:04:40 CEST 2009" "Sat Aug 08 23:04:40 CEST 2009" "Wed Oct 07 23:04:40 CEST 2009" Jonas_Wenström sv "Sun Dec 12 18:18:57 CET 2004" en "Sat Aug 08 23:04:40 CEST 2009"
5430138 Jonsered 1833 47 167 "Tue Feb 17 13:56:22 CET 2009" "Sat Apr 18 13:56:22 CEST 2009" "Wed Jun 17 13:56:22 CEST 2009" Jonsered sv "Sun Apr 11 01:32:55 CEST 2004" en "Sat Apr 18 13:56:22 CEST 2009"
7337891 Jonstorp 1705 68 188 "Tue Mar 10 14:00:31 CET 2009" "Sat May 09 14:00:31 CEST 2009" "Wed Jul 08 14:00:31 CEST 2009" Jonstorp sv "Tue Sep 07 06:44:45 CEST 2004" en "Sat May 09 14:00:31 CEST 2009"
5430423 Julia_Cæsar 1886 49 169 "Thu Feb 19 19:08:12 CET 2009" "Mon Apr 20 19:08:12 CEST 2009" "Fri Jun 19 19:08:12 CEST 2009" Julia_Cæsar sv "Fri Feb 20 08:13:26 CET 2004" en "Mon Apr 20 19:08:12 CEST 2009"
5430525 Junibacken 2296 28 147 "Thu Jan 29 00:38:58 CET 2009" "Mon Mar 30 00:38:58 CEST 2009" "Fri May 29 00:38:58 CEST 2009" Junibacken sv "Sun Dec 15 21:14:16 CET 2002" en "Mon Mar 30 00:38:58 CEST 2009"
5430545 Juoksengi 1509 47 167 "Tue Feb 17 13:51:06 CET 2009" "Sat Apr 18 13:51:06 CEST 2009" "Wed Jun 17 13:51:06 CEST 2009" Juoksengi sv "Mon Feb 28 15:30:12 CET 2005" en "Sat Apr 18 13:51:06 CEST 2009"
7338121 Juvelen 692 50 170 "Fri Feb 20 05:10:32 CET 2009" "Tue Apr 21 05:10:32 CEST 2009" "Sat Jun 20 05:10:32 CEST 2009" Juvelen sv "Tue May 29 23:12:14 CEST 2007" en "Tue Apr 21 05:10:32 CEST 2009"
5428440 Jörn 1646 48 168 "Wed Feb 18 11:10:51 CET 2009" "Sun Apr 19 11:10:51 CEST 2009" "Thu Jun 18 11:10:51 CEST 2009" Jörn sv "Sat Oct 16 02:46:29 CEST 2004" en "Sun Apr 19 11:10:51 CEST 2009"
5434184 Kjell_Lönnå 1581 6 126 "Wed Jan 07 13:03:44 CET 2009" "Sun Mar 08 13:03:44 CET 2009" "Thu May 07 13:03:44 CEST 2009" Kjell_Lönnå sv "Sun Nov 07 18:18:45 CET 2004" en "Sun Mar 08 13:03:44 CET 2009"
5434209 Klågerup 1663 48 168 "Wed Feb 18 11:53:33 CET 2009" "Sun Apr 19 11:53:33 CEST 2009" "Thu Jun 18 11:53:33 CEST 2009" Klågerup sv "Tue Sep 28 19:37:28 CEST 2004" en "Sun Apr 19 11:53:33 CEST 2009"
7340058 Klövsjö 1672 67 187 "Mon Mar 09 13:20:39 CET 2009" "Fri May 08 13:20:39 CEST 2009" "Tue Jul 07 13:20:39 CEST 2009" Klövsjö sv "Sat Oct 09 11:57:11 CEST 2004" en "Fri May 08 13:20:39 CEST 2009"
5435317 Krister_Henriksson 1868 21 141 "Thu Jan 22 03:15:15 CET 2009" "Mon Mar 23 03:15:15 CET 2009" "Fri May 22 03:15:15 CEST 2009" Krister_Henriksson sv "Mon Feb 09 21:20:11 CET 2004" en "Mon Mar 23 03:15:15 CET 2009"
5435820 Kvänum 1600 66 186 "Sun Mar 08 21:01:14 CET 2009" "Thu May 07 21:01:14 CEST 2009" "Mon Jul 06 21:01:14 CEST 2009" Kvänum sv "Sat Dec 18 22:25:03 CET 2004" en "Thu May 07 21:01:14 CEST 2009"
5430707 Kåge 1664 66 186 "Sun Mar 08 21:27:19 CET 2009" "Thu May 07 21:27:19 CEST 2009" "Mon Jul 06 21:27:19 CEST 2009" Kåge sv "Sat Oct 16 02:58:00 CEST 2004" en "Thu May 07 21:27:19 CEST 2009"
5430708 Kågeröd 1773 68 188 "Tue Mar 10 14:15:24 CET 2009" "Sat May 09 14:15:24 CEST 2009" "Wed Jul 08 14:15:24 CEST 2009" Kågeröd sv "Wed Jun 30 15:05:47 CEST 2004" en "Sat May 09 14:15:24 CEST 2009"
5430758 Könsrock 1425 163 283 "Sat Jun 13 15:05:36 CEST 2009" "Wed Aug 12 15:05:36 CEST 2009" "Sun Oct 11 15:05:36 CEST 2009" Könsrock sv "Fri Sep 16 23:11:28 CEST 2005" en "Wed Aug 12 15:05:36 CEST 2009"
5436468 Lammhult 1527 67 187 "Mon Mar 09 15:16:06 CET 2009" "Fri May 08 15:16:06 CEST 2009" "Tue Jul 07 15:16:06 CEST 2009" Lammhult sv "Wed Mar 02 20:59:10 CET 2005" en "Fri May 08 15:16:06 CEST 2009"
5436733 Larz-Kristerz 213 63 183 "Thu Mar 05 21:19:09 CET 2009" "Mon May 04 21:19:09 CEST 2009" "Fri Jul 03 21:19:09 CEST 2009" Larz-Kristerz sv "Thu Oct 02 23:08:45 CEST 2008" en "Mon May 04 21:19:09 CEST 2009"
5436793 Lasse_Strömstedt 2184 126 246 "Thu May 07 14:05:54 CEST 2009" "Mon Jul 06 14:05:54 CEST 2009" "Fri Sep 04 14:05:54 CEST 2009" Lasse_Strömstedt sv "Sun Jul 13 23:12:45 CEST 2003" en "Mon Jul 06 14:05:54 CEST 2009"
5437172 Lennart 1784 165 285 "Mon Jun 15 01:23:53 CEST 2009" "Fri Aug 14 01:23:53 CEST 2009" "Tue Oct 13 01:23:53 CEST 2009" Lennart sv "Fri Sep 24 21:16:04 CEST 2004" en "Fri Aug 14 01:23:53 CEST 2009"
5438689 Ljungbyhed 1762 45 165 "Sun Feb 15 23:22:11 CET 2009" "Thu Apr 16 23:22:11 CEST 2009" "Mon Jun 15 23:22:11 CEST 2009" Ljungbyhed sv "Sat Jun 19 19:47:06 CEST 2004" en "Thu Apr 16 23:22:11 CEST 2009"
